CARGO;FICHA;PROCESO(S);SUBPROCESOS
ANALISTA III;TH-GH-2015;Talento Humano;"Gestión del Empleo; Desarrollo del Talento Humano"
ANALISTA II;TH-GH-2016;Talento Humano;"Gestión del Empleo; Desarrollo del Talento Humano"
ANALISTA I;TH-GH-2017;Talento Humano;"Gestión del Empleo; Desarrollo del Talento Humano"
INSPECTOR III;TH-GH-3001;Talento Humano;"Gestión del Empleo; Desarrollo del Talento Humano"
INSPECTOR II;TH-GH-3002;Talento Humano;"Gestión del Empleo; Desarrollo del Talento Humano"
INSPECTOR II;TH-GH-3003;Talento Humano;"Gestión del Empleo; Desarrollo del Talento Humano"
INSPECTOR I;TH-GH-3004;Talento Humano;"Gestión del Empleo; Desarrollo del Talento Humano"
GESTOR IV;TH-GH-3005;Talento Humano;"Gestión del Empleo; Desarrollo del Talento Humano"
GESTOR III;TH-GH-3006;Talento Humano;"Gestión del Empleo; Desarrollo del Talento Humano"
GESTOR II;TH-GH-3007;Talento Humano;"Gestión del Empleo; Desarrollo del Talento Humano"
GESTOR II;TH-GH-3008;Talento Humano;"Gestión del Empleo; Desarrollo del Talento Humano"
GESTOR II;TH-GH-3009;Talento Humano;"Gestión del Empleo; Desarrollo del Talento Humano"
GESTOR I;TH-GH-3010;Talento Humano;"Gestión del Empleo; Desarrollo del Talento Humano"
INSPECTOR IV;IT-SI-3001;Información, innovación y tecnología;Seguridad de la información
INSPECTOR III;IT-SI-3002;Información, innovación y tecnología;Seguridad de la información
INSPECTOR II;IT-SI-3003;Información, innovación y tecnología;Seguridad de la información
INSPECTOR I;IT-SI-3004;Información, innovación y tecnología;Seguridad de la información
GESTOR IV;IT-SI-3005;Información, innovación y tecnología;Seguridad de la información
GESTOR III;IT-SI-3006;Información, innovación y tecnología;Seguridad de la información
GESTOR II;IT-SI-3007;Información, innovación y tecnología;Seguridad de la información
GESTOR I;IT-SI-3008;Información, innovación y tecnología;Seguridad de la información
INSPECTOR IV;IT-IT-3001;Información, innovación y tecnología;Innovación y Tecnología.
INSPECTOR III;IT-IT-3003;Información, innovación y tecnología;Innovación y Tecnología.
INSPECTOR II;IT-IT-3005;Información, innovación y tecnología;Innovación y Tecnología.
INSPECTOR I;IT-IT-3007;Información, innovación y tecnología;Innovación y Tecnología.
GESTOR IV;IT-IT-3009;Información, innovación y tecnología;Innovación y Tecnología.
GESTOR III;IT-IT-3011;Información, innovación y tecnología;Innovación y Tecnología.
GESTOR II;IT-IT-3013;Información, innovación y tecnología;Innovación y Tecnología.
GESTOR I;IT-IT-3015;Información, innovación y tecnología;Innovación y Tecnología.
INSPECTOR IV;IT-IT-3002;Información, innovación y tecnología;Innovación y Tecnología.
INSPECTOR III;IT-IT-3004;Información, innovación y tecnología;Innovación y Tecnología.
INSPECTOR II;IT-IT-3006;Información, innovación y tecnología;Innovación y Tecnología.
INSPECTOR I;IT-IT-3008;Información, innovación y tecnología;Innovación y Tecnología.
GESTOR IV;IT-IT-3010;Información, innovación y tecnología;Innovación y Tecnología.
GESTOR III;IT-IT-3012;Información, innovación y tecnología;Innovación y Tecnología.
GESTOR II;IT-IT-3014;Información, innovación y tecnología;Innovación y Tecnología.
GESTOR I;IT-IT-3016;Información, innovación y tecnología;Innovación y Tecnología.
DIRECTOR SECCIONAL III;DR-LN-5036;Los asociados a la Dirección Seccional;Todos los subprocesos asociados al o los proceso(s)
INSPECTOR IV;AT-OP-3002;MISIONAL: Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
INSPECTOR IV;AT-OP-3004;MISIONAL: Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
INSPECTOR IV;AT-OP-3006;MISIONAL: Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
INSPECTOR III;AT-OP-3008;MISIONAL: Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
INSPECTOR III;AT-OP-3010;MISIONAL: Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
INSPECTOR III;AT-OP-3012;MISIONAL: Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
INSPECTOR II;AT-OP-3014;MISIONAL: Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
INSPECTOR II;AT-OP-3016;MISIONAL: Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
ANALISTA III;AF-RA-2006;Administrativo y Financiero;Recursos administrativos
INSPECTOR II;AT-OP-3023;MISIONAL: Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
INSPECTOR I;PC-CO-3003;Planeación, Estrategia y Control;Comunicaciones
GESTOR I;AT-RP-3008;MISIONAL: Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
FACILITADOR IV;IT-IT-1027;Información, innovación y tecnología;Innovación y Tecnología.
FACILITADOR III;IT-IT-1028;Información, innovación y tecnología;Innovación y Tecnología.
FACILITADOR II;IT-IT-1029;Información, innovación y tecnología;Innovación y Tecnología.
FACILITADOR I;IT-IT-1030;Información, innovación y tecnología;Innovación y Tecnología.
ANALISTA V;PT-CD-2009;"Planeación, estrategia y control; Talento humano";Control Interno, Investigación Disciplinaria 
ANALISTA IV;PT-CD-2010;"Planeación, estrategia y control; Talento humano";Control Interno, Investigación Disciplinaria 
ANALISTA III;PT-CD-2011;"Planeación, estrategia y control; Talento humano";Control Interno, Investigación Disciplinaria 
ANALISTA II;PT-CD-2012;"Planeación, estrategia y control; Talento humano";Control Interno, Investigación Disciplinaria 
INSPECTOR IV;PT-CD-3001;"Planeación, estrategia y control; Talento humano";Control Interno, Investigación Disciplinaria 
INSPECTOR III;PT-CD-3002;"Planeación, estrategia y control; Talento humano";Control Interno, Investigación Disciplinaria 
INSPECTOR II;PT-ID-3001;"Planeación, estrategia y control; Talento humano";Investigaciones disciplinarias
INSPECTOR II;PT-CD-3003;"Planeación, estrategia y control; Talento humano";Control Interno, Investigación Disciplinaria 
INSPECTOR I;PT-CD-3004;"Planeación, estrategia y control; Talento humano";Control Interno, Investigación Disciplinaria 
GESTOR IV;PT-CD-3005;"Planeación, estrategia y control; Talento humano";Control Interno, Investigación Disciplinaria 
GESTOR III;PT-CD-3006;"Planeación, estrategia y control; Talento humano";Control Interno, Investigación Disciplinaria 
GESTOR II;PT-ID-3002;"Planeación, estrategia y control; Talento humano";Investigaciones disciplinarias
GESTOR II;PT-CD-3007;"Planeación, estrategia y control; Talento humano";Control Interno, Investigación Disciplinaria 
GESTOR I;PT-CD-3008;"Planeación, estrategia y control; Talento humano";Control Interno, Investigación Disciplinaria 
ASESOR IV;DG-LN-4004;Los asociados al Despacho de la Dirección General;Todos los subprocesos asociados al o los proceso(s)
DIRECTOR;DR-LN-5040;Información, innovación y tecnología;Innovación y Tecnología.
JEFE DE OFICINA DE TRIBUTACIÓN INTERNACIONAL;DR-LN-5041;Planeación, Estrategia y Control;Asuntos Internacionales.
SUBDIRECTOR II;DR-LN-5042;Cercanía con el ciudadano;Asistencia al usuario
SUBDIRECTOR I;DR-LN-5043;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Asistencia al Usuario; Recaudo."
SUBDIRECTOR I;DR-LN-5044;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
SUBDIRECTOR II;DR-LN-5045;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
SUBDIRECTOR II;DR-LN-5046;Cumplimiento de obligaciones tributarias;Administración de Cartera.
SUBDIRECTOR I;DR-LN-5047;Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
SUBDIRECTOR I;DR-LN-5048;Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
SUBDIRECTOR II;DR-LN-5049;Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
SUBDIRECTOR II;DR-LN-5050;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Fiscalización y liquidación
SUBDIRECTOR II;DR-LN-5051;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
SUBDIRECTOR II;DR-LN-5052;Información, innovación y tecnología;Gobernanza de datos, analítica y estudios económicos
SUBDIRECTOR II;DR-LN-5053;Planeación, Estrategia y Control;Planeación y cumplimiento
SUBDIRECTOR I;DR-LN-5054;Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
SUBDIRECTOR II;DR-LN-5055;Información, innovación y tecnología;Innovación y Tecnología.
SUBDIRECTOR II;DR-LN-5056;Información, innovación y tecnología;Innovación y Tecnología.
SUBDIRECTOR II;DR-LN-5057;Información, innovación y tecnología;Innovación y Tecnología.
SUBDIRECTOR II;DR-LN-5058;Talento Humano;Desarrollo del Talento Humano
SUBDIRECTOR I;DR-LN-5059;Talento Humano;Desarrollo del Talento Humano
SUBDIRECTOR II;DR-LN-5060;Administrativo y Financiero;Compras y contratos
SUBDIRECTOR II;DR-LN-5061;Planeación, Estrategia y Control;Gestión Jurídica
DIRECTOR OPERATIVO DE GRANDES CONTRIBUYENTES;DR-LN-5062;"Cumplimiento de obligaciones tributarias; Información, innovación y tecnología; Planeación, estrategia y control; Administrativo y financiero; Cercanía al ciudadano.";"Administración de cartera; Recaudo-devoluciones; Asistencia al usuario; Factura electrónica y servicios digitales; Función Recaudadora; Fiscalización y liquidación; Gestión jurídica; Gobernanza de datos, analítica y estudios económicos; Gestión del riesgo y programas."
SUBDIRECTOR I;DR-LN-5063;"Información, Innovación y Tecnología; Cumplimiento de obligaciones tributarias";"Gobernanza de datos, analítica y estudios económicos; Gestión del riesgo y programas."
SUBDIRECTOR I;DR-LN-5064;"Cumplimiento de obligaciones tributarias; Cercanía con el ciudadano; Administrativo y Financiero";"Administración de Cartera; Recaudo-Devoluciones; Asistencia al usuario; Factura electrónica y servicios digitales; Función Recaudadora"
SUBDIRECTOR I;DR-LN-5065;Cumplimiento de obligaciones tributarias;Fiscalización y Liquidación
SUBDIRECTOR I;DR-LN-5066;Cumplimiento de obligaciones tributarias;Fiscalización y Liquidación
SUBDIRECTOR I;DR-LN-5067;Planeación, Estrategia y Control;Gestión Jurídica
SUBDIRECTOR II;DR-LN-5032;Planeación, Estrategia y Control;Gestión jurídica
SUBDIRECTOR II;DR-LN-5021;Cumplimiento de obligaciones tributarias;Fiscalización y liquidación
SUBDIRECTOR II;DR-LN-5014;Cercanía con el ciudadano;Asistencia al usuario
SUBDIRECTOR II;DR-LN-5030;Administrativo y Financiero;Operación logística
SUBDIRECTOR II;DR-LN-5020;Administrativo y Financiero;Recursos administrativos
SUBDIRECTOR II;DR-LN-5028;Información, innovación y tecnología;Gobernanza de datos, analítica y estudios económicos
SUBDIRECTOR II;DR-LN-5026;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Fiscalización y liquidación
SUBDIRECTOR II;DR-LN-5015;Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
SUBDIRECTOR II;DR-LN-5023;Cumplimiento de obligaciones aduaneras y cambiarias;Fiscalización y liquidación
SUBDIRECTOR II;DR-LN-5031;Talento Humano;Investigaciones disciplinarias
SUBDIRECTOR II;DR-LN-5022;Cumplimiento de obligaciones aduaneras y cambiarias;Fiscalización y liquidación
SUBDIRECTOR II;DR-LN-5024;Cumplimiento de obligaciones tributarias;Fiscalización y liquidación
SUBDIRECTOR II;DR-LN-5025;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Fiscalización y liquidación
SUBDIRECTOR II;DR-LN-5019;Talento Humano;Gestión del empleo
SUBDIRECTOR II;DR-LN-5027;Planeación, Estrategia y Control;Administración del sistema de gestión.
SUBDIRECTOR II;DR-LN-5018;"Cumplimiento de obligaciones tributarias; Administrativo y financiero ";"Recaudo-Devoluciones; Función Recaudadora"
SUBDIRECTOR II;DR-LN-5029;Administrativo y Financiero;Función pagadora
SUBDIRECTOR II;DR-LN-5033;Planeación, Estrategia y Control;Gestión jurídica
SUBDIRECTOR II;DR-LN-5017;Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
SUBDIRECTOR II;DR-LN-5034;Planeación, Estrategia y Control;Gestión jurídica
SUBDIRECTOR II;DR-LN-5013;Información, innovación y tecnología;Innovación y Tecnología.
SUBDIRECTOR II;DR-LN-5016;Cumplimiento de obligaciones aduaneras y cambiarias;Operación aduanera.
INSPECTOR IV;CC-FE-3001;Cercanía con el ciudadano ;Factura Electrónica y Servicios Digitales
INSPECTOR III;CC-FE-3002;Cercanía con el ciudadano ;Factura Electrónica y Servicios Digitales
INSPECTOR II;CC-FE-3003;Cercanía con el ciudadano ;Factura Electrónica y Servicios Digitales
INSPECTOR I;CC-FE-3004;Cercanía con el ciudadano ;Factura Electrónica y Servicios Digitales
GESTOR IV;CC-FE-3005;Cercanía con el ciudadano ;Factura Electrónica y Servicios Digitales
GESTOR III;CC-FE-3006;Cercanía con el ciudadano ;Factura Electrónica y Servicios Digitales
GESTOR II;CC-FE-3007;Cercanía con el ciudadano ;Factura Electrónica y Servicios Digitales
GESTOR I;CC-FE-3008;Cercanía con el ciudadano ;Factura Electrónica y Servicios Digitales
INSPECTOR IV;TP-AD-3001;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
INSPECTOR III;TP-AD-3002;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
INSPECTOR II;TP-AD-3003;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
INSPECTOR I;TP-AD-3004;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
GESTOR IV;TP-AD-3005;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
GESTOR III;TP-AD-3006;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
GESTOR II;TP-AD-3007;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
GESTOR I;TP-AD-3008;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
ANALISTA V;TP-AD-2009;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
ANALISTA IV;TP-AD-2010;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
ANALISTA III;TP-AD-2011;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
ANALISTA II;TP-AD-2012;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
ANALISTA I;TP-AD-2013;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR IV;TP-AD-1014;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR III;TP-AD-1015;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR II;TP-AD-1016;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
INSPECTOR IV;PC-TI-3001;Planeación, estrategia y control ;Tributación Internacional
INSPECTOR III;PC-TI-3002;Planeación, estrategia y control ;Tributación Internacional
INSPECTOR II;PC-TI-3003;Planeación, estrategia y control ;Tributación Internacional
INSPECTOR I;PC-TI-3004;Planeación, estrategia y control ;Tributación Internacional
GESTOR IV;PC-TI-3005;Planeación, estrategia y control ;Tributación Internacional
GESTOR III;PC-TI-3006;Planeación, estrategia y control ;Tributación Internacional
GESTOR II;PC-TI-3007;Planeación, estrategia y control ;Tributación Internacional
GESTOR I;PC-TI-3008;Planeación, estrategia y control ;Tributación Internacional
INSPECTOR IV;AT-FL-3009;MISIONAL: Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Fiscalización y Liquidación
INSPECTOR III;AT-FL-3010;MISIONAL: Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Fiscalización y Liquidación
INSPECTOR II;AT-FL-3011;MISIONAL: Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Fiscalización y Liquidación
INSPECTOR I;AT-FL-3012;MISIONAL: Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Fiscalización y Liquidación
GESTOR IV;AT-FL-3013;MISIONAL: Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Fiscalización y Liquidación
